gene_official,scr_sum,rusp,scr_babydetectv2,scr_babyscreen,scr_babyseq2,scr_beginngs,scr_chenetal,scr_earlycheck,scr_firststeps,scr_generation,scr_gnstar,scr_guardian,scr_jianetal,scr_leeetal,scr_luoetal,scr_neoexome,scr_neoseq,scr_nests,scr_newbornsinsa,scr_puglia,scr_wangetal,scr_foresite,scr_fulgent,scr_igenomix,scr_nurture,scr_perkinelmer,scr_sema,inheritance,penetrance,age_onset_asqm_standard,severity,likelihood,efficacy,acceptability,knowledge,yespct,prevalence_100k,orthogonal_test
NFE2L2,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,0,unk,
ABCA12,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,AR,HIGH (A),,,,,,,,,
IFT80,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
POLD1,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,Adolescent/Adult,2,3,3,2,1,,,
FLCN,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,AD,HIGH (A),Adolescent/Adult,1,2,2,3,2,,,
BFSP2,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,
POLE1,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
CCN6,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
EPG5,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
SOX3,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,Y
AFF2,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
ANTXR2,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,AR,HIGH (A),,,,,,,,,
NIPBL,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,AD,HIGH (A),,,,,,,,,
HOXA11,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,Y
CEACAM16,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,Adolescent/Adult,1,3,3,3,1,,,
IQCB1,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,AR,HIGH (A),,,,,,,,,
ZIC2,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,AD,HIGH (A),,,,,,,,,
SUGCT,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
FOXC2,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,AD,HIGH (A),,,,,,,,,
PORCN,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,XLD,HIGH (A),,,,,,,,,
HIRA,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
CFAP300,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POLA1,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
RPGRIP1,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
ACTB,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,AD,HIGH (A),,,,,,,,,
SGCD,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,AR,HIGH (A),,0,0,2,3,0,,,
APOE,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,0,,Y
YARS2,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
ALG6,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,AR,HIGH (A),,,,,,,,,
FBLN5,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,AR,HIGH (A),Childhood,2,3,0,0,2,,,
EGF,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
ANXA11,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
NSMF,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
GJC2,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,AR,HIGH (A),,,,,,,,,
CLCNKA,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
CALM2,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,Variable,3,2,2,2,2,,,
MYLK2,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,0,0,2,3,0,,,
FLG,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
F11,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,AR,HIGH (A),Variable,0,3,3,3,2,,,
CD1,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,
PTPRO,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,
ORC1,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,AR,HIGH (A),,,,,,,,,
CDIN1,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
GPHN,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
PQBP1,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,XLR,HIGH (A),,,,,,,,,
SCN11A,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,AD,HIGH (A),,,,,,,,,
SGCA,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,AR,HIGH (A),,,,,,,,,
MLC1,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,AR,HIGH (A),,,,,,,,,
IGF2,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
STRA6,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,AR,HIGH (A),,,,,,,,,
COX10,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
ZFYVE26,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
AGPS,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
FCGR2A,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
KCTD7,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,AR,HIGH (A),,,,,,,,,
ALG12,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,AR,HIGH (A),,,,,,,,,
KCNK3,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,Variable,2,3,1,2,1,,,
SEPT9,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,AD,HIGH (A),,,,,,,,,
SRCAP,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,AD,HIGH (A),,,,,,,,,
FKRP,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,AR,HIGH (A),,,,,,,,,
ITGA3,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,
SEMA3E,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
LRRC8A,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CD21,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
PHYH,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,AR,HIGH (A),,,,,,,,,
TNNT3,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,AD,HIGH (A),,,,,,,,,
RIT1,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,Infant,2,3,2,2,2,,,
RUNX2,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,AD,HIGH (A),,,,,,,,,
DBH,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,Y
CCNQ,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,XLD,HIGH (A),,,,,,,,,
NR1H4,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACD,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
ATP6AP1,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
CLTCL1,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
SCN9A,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
FXYD2,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,0,unk,Y
POLD2,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
CRB1,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,
GINS1,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
VLDLR,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,AR,HIGH (A),,,,,,,,,
SPTLC1,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,AD,HIGH (A),,,,,,,0,,Y
NKX2-6,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,Neonatal,2,3,2,2,1,,,
COX6B1,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
TRIM32,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,AR,HIGH (A),,,,,,,,,
ROR2,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,AR,HIGH (A),,,,,,,,,
KCNC3,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
SELENON,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,AR,HIGH (A),,,,,,,,,
DIABLO,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,Adolescent/Adult,1,0,3,3,0,,,
DNAH9,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NOTCH1,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
SLC34A1,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,
TIMM50,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,
TRAC,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
IL6R,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
TSEN54,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,AR,HIGH (A),,,,,,,,,
WRN,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,AR,HIGH (A),,,,,,,,,
CFHR5,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,
GJA3,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,
KBTBD13,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,AD,HIGH (A),,,,,,,,,
MYO5B,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SGCG,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,AR,HIGH (A),,,,,,,,,
POMT2,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,AR,HIGH (A),,,,,,,,,
HAMP,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,Adolescent/Adult,2,3,3,3,2,0,,Y
CSRP3,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,AD,MODERATE (B),Adolescent/Adult,2,3,2,3,1,,,
MTMR2,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,
FGD4,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,AR,HIGH (A),,,,,,,,,
EIF2B3,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,
LAMA5,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MYO1E,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,
B9D1,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
MAGI2,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,AD,HIGH (A),,,,,,,,,
LRSAM1,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,AD,HIGH (A),,,,,,,,,
TWIST1,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,AD,HIGH (A),,,,,,,,,
MANBA,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,Childhood,1,3,0,0,2,,,
TRIM37,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,AR,HIGH (A),,,,,,,,,
MYOC,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,
FOXC1,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,AD,HIGH (A),,,,,,,,,
ARHGEF1,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
LIAS,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
ACTN2,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,AD,MODERATE (B),Adolescent/Adult,2,2,2,3,2,,,
RNASEH2B,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,AR,HIGH (A),,,,,,,0,,Y
HTRA2,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
TYK2,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,0,ultrarare,
ATRX,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,XLD,HIGH (A),,,,,,,,,
HHEX,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CTNNB1,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
MOGS,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
MKRN3,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
CACNA1H,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,Y
BCL10,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
IFNGR1,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,ultrarare,Y
CEP152,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,AR,HIGH (A),,,,,,,,,
BCR,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
MT-ND4,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,0,<0.02,Y
ALDH6A1,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
WDR11,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
MCPH1,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,AR,HIGH (A),,,,,,,,,
CRYGC,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,
BMPR1B,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
CYB5R3,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
SNRPN,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
ATXN2,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
SAMHD1,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,AR,HIGH (A),,,,,,,0,,Y
FREM2,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
ERBIN,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
FKTN,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,AR,HIGH (A),Infant,2,3,0,0,2,,,
PEX16,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
HARS2,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,Variable,1,3,3,3,0,,,
CRYM,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,
NEK1,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
HAND1,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
HDAC8,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,XLD,HIGH (A),,,,,,,,,
CFHR3,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
SLC2A10,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,AR,HIGH (A),,,,,,,,,
CD8A,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
DUOX1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SETX,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,AR,HIGH (A),,,,,,,,,
